"School.Name","County","School.Code","School.ID","County.Number","FIPS.State.Code","ZIP","Address","City","State","Longitude","Latitude","Total.Students","Free.Lunch","Reduced.price.Lunch","Total.Free.and.Reduced.Lunch","Full.Time.Equivalent.Teachers","Pupil.Teacher.Ratio"
"BEN D QUINN ELEMENTARY","CRAVEN COUNTY","250306",3.70331e+11,37049,37,28562,"4275 M L KING JR BLVD","NEW BERN","NC ",-77.1288,35.092,504,224,51,275,28.84,17.48
"BEN L. SMITH HIGH SCHOOL","GUILFORD COUNTY","410544",3.70192e+11,37081,37,27407,"2407 SOUTH HOLDEN RD","GREENSBORO","NC ",-79.8474,36.0347,1248,1000,80,1080,92.06,13.56
"BENHAVEN ELEMENTARY","HARNETT COUNTY","430312",3.70201e+11,37085,37,28368,"2815 OLIVIA RD","OLIVIA","NC ",-79.0941,35.3596,491,273,50,323,33.96,14.46
"BENJAMIN J MARTIN ELEMENTARY","CUMBERLAND COUNTY","260414",3.70001e+11,37051,37,28303,"430 NORTH REILLY RD","FAYETTEVILLE","NC ",-79.0099,35.0933,505,325,48,373,43.25,11.68
"BENJAMIN T BULLOCK ELEM","LEE COUNTY","530302",3.70256e+11,37105,37,27330,"1410 MCNEILL RD","SANFORD","NC ",-79.1866,35.507,689,465,63,528,40,17.23
"BENNETT SCHOOL","CHATHAM COUNTY","190304",3.70075e+11,37037,37,27208,"61 RANDOLPH ST","BENNETT","NC ",-79.5455,35.5614,225,86,17,103,17.88,12.58
"BENSON ELEMENTARY","JOHNSTON COUNTY","510308",3.70237e+11,37101,37,27504,"2040 HWY 50 NORTH","BENSON","NC ",-78.5554,35.4,607,403,24,427,47.5,12.78
"BENSON MIDDLE","JOHNSTON COUNTY","510310",3.70237e+11,37101,37,27504,"1600 NORTH WALL ST","BENSON","NC ",-78.532,35.3895,419,237,32,269,29.5,14.2
"BENTON HEIGHTS ELEMENTARY","UNION COUNTY","900304",3.70462e+11,37179,37,28110,"1200 CONCORD AVE","MONROE","NC ",-80.5537,34.9937,649,538,46,584,58.49,11.1
"BENVENUE ELEMENTARY","NASH COUNTY","640308",3.70327e+11,37127,37,27804,"2700 NICODEMUS MILE RD","ROCKY MOUNT","NC ",-77.8385,35.9764,690,445,62,507,36.5,18.9
"BEREWICK ELEMENTARY","MECKLENBURG COUNTY","600369",3.70297e+11,37119,37,28278,"5910 DIXIE RIVER RD","CHARLOTTE","NC ",-80.9787,35.1751,709,325,64,389,38.4,18.46
"BERRYHILL SCHOOL","MECKLENBURG COUNTY","600319",3.70297e+11,37119,37,28278,"10501 WINDY GROVE RD","CHARLOTTE","NC ",-80.9905,35.2128,641,530,46,576,44.92,14.27
"BERTIE ACADEMY","BERTIE COUNTY","080375",3.70036e+11,37015,37,27983,"819 GOVERNOR'S RD","WINDSOR","NC ",-77.0132,36.0341,31,26,2,28,4.83,6.42
"BERTIE EARLY COLLEGE HIGH","BERTIE COUNTY","080311",3.70036e+11,37015,37,27983,"819 GOVERNOR'S RD","WINDSOR","NC ",-77.0132,36.0341,143,81,14,95,9.17,15.59
"BERTIE HIGH","BERTIE COUNTY","080312",3.70036e+11,37015,37,27983,"715 US HWY 13 NORTH","WINDSOR","NC ",-76.9722,36.0504,473,385,31,416,39,12.13
"BERTIE MIDDLE","BERTIE COUNTY","080314",3.70036e+11,37015,37,27983,"652 US HWY 13 NORTH","WINDSOR","NC ",-76.9651,36.0477,636,484,46,530,35,18.17
"BERTIE STEM HIGH","BERTIE COUNTY","080700",3.70036e+11,37015,37,27983,"715 US 13 NORTH","WINDSOR","NC ",-76.9722,36.0504,164,73,23,96,10,16.4
"BESSEMER CITY CENTRAL ELEM","GASTON COUNTY","360332",3.70162e+11,37071,37,28016,"1400 PUETT'S CHAPEL RD","BESSEMER CITY","NC ",-81.2752,35.3008,343,238,24,262,19.6,17.5
"BESSEMER CITY HIGH","GASTON COUNTY","360336",3.70162e+11,37071,37,28016,"119 YELLOW JACKET LN","BESSEMER CITY","NC ",-81.2814,35.2972,642,393,42,435,40.7,15.77
"BESSEMER CITY MIDDLE","GASTON COUNTY","360436",3.70162e+11,37071,37,28016,"525 ED WILSON RD","BESSEMER CITY","NC ",-81.2998,35.2726,544,369,37,406,34.29,15.86
"BESSEMER CITY PRIMARY","GASTON COUNTY","360338",3.70162e+11,37071,37,28016,"1320 NORTH 12TH ST","BESSEMER CITY","NC ",-81.2785,35.2988,321,269,23,292,22.15,14.49
"BESSEMER ELEMENTARY","GUILFORD COUNTY","410328",3.70192e+11,37081,37,27405,"918 HUFFINE MILL RD","GREENSBORO","NC ",-79.7373,36.0896,463,445,15,460,37.97,12.19
"BETHANY COMMUNITY MIDDLE","ROCKINGHAM COUNTY","79A000",3.70011e+11,37157,37,27320,"181 BETHANY RD","REIDSVILLE","NC ",-79.8586,36.31,252,52,31,83,13.18,19.12
"BETHANY ELEMENTARY","ROCKINGHAM COUNTY","790302",3.70399e+11,37157,37,27320,"271 BETHANY RD","REIDSVILLE","NC ",-79.8605,36.3119,429,150,35,185,27.5,15.6
"BETHEL ELEMENTARY","CABARRUS COUNTY","130308",3.70053e+11,37025,37,28107,"2425 MIDLAND RD","MIDLAND","NC ",-80.534,35.2417,613,208,30,238,35.4,17.32
"BETHEL ELEMENTARY","HAYWOOD COUNTY","440314",3.70204e+11,37087,37,28716,"4700 OLD RIVER RD","CANTON","NC ",-82.8897,35.4859,505,245,34,279,35.31,14.3
"BETHEL ELEMENTARY","PITT COUNTY","740320",3.70001e+11,37147,37,27812,"210 EAST WASHINGTON RD","BETHEL","NC ",-77.3709,35.8061,322,215,16,231,23.9,13.47
"BETHEL ELEMENTARY","WATAUGA COUNTY","950308",3.70483e+11,37189,37,28679,"138 BETHEL SCHOOL RD","SUGAR GROVE","NC ",-81.8488,36.2935,176,66,34,100,16.69,10.55
"BETHEL HILL CHARTER","PERSON COUNTY","73A000",3.70011e+11,37145,37,27574,"401 BETHEL HILL SCHOOL RD","ROXBORO","NC ",-78.9171,36.5043,394,106,31,137,31.11,12.66
"BETHEL MIDDLE","HAYWOOD COUNTY","440318",3.70204e+11,37087,37,28786,"630 SONOMA RD","WAYNESVILLE","NC ",-82.8946,35.4728,288,114,24,138,21.93,13.13
"BETHESDA ELEMENTARY","DURHAM COUNTY","320304",3.70126e+11,37063,37,27703,"2009 SOUTH MIAMI BLVD","DURHAM","NC ",-78.8378,35.9402,680,508,34,542,44.51,15.28
"BETHLEHEM ELEMENTARY","ALEXANDER COUNTY","020304",3.70009e+11,37003,37,28681,"7900 NC HWY 127","TAYLORSVILLE","NC ",-81.3101,35.8433,492,153,36,189,32,15.38
"BETHWARE ELEMENTARY","CLEVELAND COUNTY","230304",3.7009e+11,37045,37,28086,"115 BETHWARE DR","KINGS MOUNTAIN","NC ",-81.414,35.2484,406,262,26,288,29.55,13.74
"BEULAVILLE ELEMENTARY","DUPLIN COUNTY","310308",3.7012e+11,37061,37,28518,"138 LYMAN RD","BEULAVILLE","NC ",-77.764,34.9194,963,570,64,634,59.31,16.24
"BEVERLY HILLS ELEMENTARY","CABARRUS COUNTY","130309",3.70053e+11,37025,37,28025,"87 PALASIDE DR NE","CONCORD","NC ",-80.5967,35.4318,367,218,28,246,22.63,16.22
"BEVERLY WOODS ELEMENTARY","MECKLENBURG COUNTY","600322",3.70297e+11,37119,37,28210,"6001 QUAIL HOLLOW RD","CHARLOTTE","NC ",-80.8368,35.1314,742,106,7,113,44.22,16.78
"BILL HEFNER ELEMENTARY","CUMBERLAND COUNTY","260367",3.70001e+11,37051,37,28314,"7059 CALAMAR DR","FAYETTEVILLE","NC ",-79.045,35.0684,765,416,57,473,49.84,15.35
"BILLINGSVILLE ELEMENTARY","MECKLENBURG COUNTY","600335",3.70297e+11,37119,37,28205,"124 SKYLAND AVE","CHARLOTTE","NC ",-80.8095,35.1966,553,501,13,514,41.37,13.37
"BLACK MOUNTAIN ELEMENTARY","BUNCOMBE COUNTY","110318",3.70045e+11,37021,37,28711,"100 FLAT CREEK RD","BLACK MOUNTAIN","NC ",-82.3141,35.6222,232,99,12,111,15.68,14.8
"BLACK MOUNTAIN PRIMARY","BUNCOMBE COUNTY","110320",3.70045e+11,37021,37,28711,"301 EAST STATE ST","BLACK MOUNTAIN","NC ",-82.318,35.6207,468,218,30,248,30.78,15.2
"BLACKBURN ELEMENTARY","CATAWBA COUNTY","180316",3.70069e+11,37035,37,28658,"4377 WEST NC 10 HWY","NEWTON","NC ",-81.3327,35.6149,710,280,79,359,39.11,18.15
"BLADEN LAKES PRIMARY","BLADEN COUNTY","090318",3.70039e+11,37017,37,28337,"9554 JOHNSONTOWN RD","ELIZABETHTOWN","NC ",-78.5953,34.7096,276,209,19,228,22.1,12.49
"BLADENBORO MIDDLE","BLADEN COUNTY","090315",3.70039e+11,37017,37,28320,"910 SOUTH MAIN ST","BLADENBORO","NC ",-78.7974,34.5303,374,248,25,273,21.33,17.53
"BLADENBORO PRIMARY","BLADEN COUNTY","090317",3.70039e+11,37017,37,28320,"312 OLD WHITEVILLE RD","BLADENBORO","NC ",-78.7959,34.531,411,NA,NA,NA,30.3,13.56
"BLOWING ROCK ELEMENTARY","WATAUGA COUNTY","950312",3.70483e+11,37189,37,28605,"165 MORRIS ST","BLOWING ROCK","NC ",-81.6762,36.1319,331,58,12,70,28.5,11.61
"BLUE CREEK ELEMENTARY","ONSLOW COUNTY","670308",3.70345e+11,37133,37,28540,"1260 BURGAW HWY","JACKSONVILLE","NC ",-77.4782,34.7537,453,242,43,285,32.5,13.94
"BLUE RIDGE ACADEMY","AVERY COUNTY","060334",3.7003e+11,37011,37,28657,"102 OLD MONTEZUMA RD","NEWLAND","NC ",-81.916,36.067,33,26,3,29,3,11
"BLUE RIDGE EARLY COLLEGE","JACKSON COUNTY","500302",3.70234e+11,37099,37,28717,"95 BOBCAT DR","CASHIERS","NC ",-83.1205,35.1286,162,76,22,98,10.72,15.11
"BLUE RIDGE ELEMENTARY","ASHE COUNTY","050310",3.70021e+11,37009,37,28693,"5778 NC HWY 88 WEST","WARRENSVILLE","NC ",-81.5329,36.4613,498,326,45,371,41.36,12.04
"BLUE RIDGE SCHOOL","JACKSON COUNTY","500316",3.70234e+11,37099,37,28717,"95 BOBCAT DR","CASHIERS","NC ",-83.1205,35.1286,165,111,18,129,14.77,11.17
"BLUFORD ELEMENTARY","GUILFORD COUNTY","410331",3.70192e+11,37081,37,27401,"1901 TUSCALOOSA ST","GREENSBORO","NC ",-79.7637,36.0584,295,238,27,265,20.64,14.29
"BLYTHE ELEMENTARY","MECKLENBURG COUNTY","600442",3.70297e+11,37119,37,28078,"12202 HAMBRIGHT RD","HUNTERSVILLE","NC ",-80.8353,35.3764,1083,465,45,510,68.28,15.86
"BOGUE SOUND ELEMENTARY","CARTERET COUNTY","160306",3.70063e+11,37031,37,28570,"3323 HWY 24","NEWPORT","NC ",-76.9508,34.7187,437,211,31,242,35.4,12.34
"BOILING SPRINGS ELEMENTARY","CLEVELAND COUNTY","230308",3.7009e+11,37045,37,28152,"1522 PATRICK AVE","SHELBY","NC ",-81.6548,35.2395,520,266,34,300,39.5,13.16
"BOLIVIA ELEMENTARY","BRUNSWICK COUNTY","100304",3.70042e+11,37019,37,28422,"4036 BUSINESS HWY 17E","BOLIVIA","NC ",-78.1448,34.0703,494,287,36,323,30,16.47
"BOLTON ELEMENTARY","FORSYTH COUNTY","340314",3.7015e+11,37067,37,27103,"1250 BOLTON ST","WINSTON SALEM","NC ",-80.2912,36.0741,474,390,34,424,43.5,10.9
"BONLEE SCHOOL","CHATHAM COUNTY","190308",3.70075e+11,37037,37,27213,"153 BONLEE SCHOOL RD","BONLEE","NC ",-79.4176,35.6405,363,163,32,195,25.15,14.43
"BOOMER-FERGUSON ELEMENTARY","WILKES COUNTY","970308",3.70495e+11,37193,37,28606,"556 BOOMERFERGUSON SCH RD","BOOMER","NC ",-81.276,36.0922,148,127,10,137,9.9,14.95
"BOONE TRAIL ELEMENTARY","HARNETT COUNTY","430316",3.70201e+11,37085,37,27546,"1425 ADCOCK RD","LILLINGTON","NC ",-78.951,35.3993,881,460,102,562,60.76,14.5
"BOONVILLE ELEMENTARY","YADKIN COUNTY","990304",3.70504e+11,37197,37,27011,"232 EAST MAIN ST","BOONVILLE","NC ",-80.7007,36.2328,328,164,42,206,24.78,13.24
"BOSTIAN ELEMENTARY","ROWAN COUNTY","800312",3.70405e+11,37159,37,28023,"4245 OLD BEATTY FORD RD","CHINA GROVE","NC ",-80.5423,35.524,311,115,20,135,21.1,14.74
"BOWMAN MIDDLE","MITCHELL COUNTY","610302",3.703e+11,37121,37,28705,"410 SOUTH MITCHELL AVE","BAKERSVILLE","NC ",-82.1525,36.0129,256,96,38,134,20.5,12.49
"BRADFORD PREPARATORY","MECKLENBURG COUNTY","60S000",3.70036e+11,37119,37,28075,"TBD","TBD","NC ",-80.7216,35.347,NA,NA,NA,NA,NA,NA
"BRADLEY CREEK ELEMENTARY","NEW HANOVER COUNTY","650304",3.70333e+11,37129,37,28409,"6211 GREENVILLE LOOP","WILMINGTON","NC ",-77.8452,34.1979,467,241,22,263,32.07,14.56
"BRAGG STREET ACADEMY","LEE COUNTY","530306",3.70256e+11,37105,37,27330,"504 BRAGG ST","SANFORD","NC ",-79.1603,35.4813,55,51,0,51,9.5,5.79
"BRASSFIELD ELEMENTARY","WAKE COUNTY","920334",3.70472e+11,37183,37,27614,"2001 BRASSFIELD RD","RALEIGH","NC ",-78.6288,35.9336,790,97,15,112,48.8,16.19
"BRAWLEY MIDDLE","IREDELL COUNTY","490308",3.70231e+11,37097,37,28117,"132 SWIFT ARROW DR","MOORESVILLE","NC ",-80.8807,35.5826,714,84,24,108,40.12,17.8
"BRAXTON CRAVEN MIDDLE","RANDOLPH COUNTY","760308",3.70378e+11,37151,37,27370,"7037 NC HWY 62","TRINITY","NC ",-79.993,35.8935,399,152,39,191,24,16.63
"BRENTWOOD ELEMENTARY","CUMBERLAND COUNTY","260320",3.70001e+11,37051,37,28304,"1115 BINGHAM DR","FAYETTEVILLE","NC ",-78.9833,35.0381,499,391,48,439,39.8,12.54
"BRENTWOOD ELEMENTARY","WAKE COUNTY","920336",3.70472e+11,37183,37,27604,"3426 INGRAM DR","RALEIGH","NC ",-78.5967,35.83,428,288,42,330,40.65,10.53
"BREVARD ACADEMY","TRANSYLVANIA COUNTY","88A000",3.70007e+11,37175,37,28712,"299 ANDANTE LN","BREVARD","NC ",-82.7512,35.2425,227,42,25,67,20.63,11
"BREVARD ELEMENTARY","TRANSYLVANIA COUNTY","880304",3.70453e+11,37175,37,28712,"601 GREENVILLE HWY","BREVARD","NC ",-82.7222,35.2252,510,307,35,342,38.5,13.25
"BREVARD HIGH","TRANSYLVANIA COUNTY","880308",3.70453e+11,37175,37,28712,"609 COUNTRY CLUB RD","BREVARD","NC ",-82.7356,35.2172,714,255,47,302,57.7,12.37
"BREVARD MIDDLE","TRANSYLVANIA COUNTY","880312",3.70453e+11,37175,37,28712,"400 FISHER RD","BREVARD","NC ",-82.7291,35.2464,540,265,47,312,44,12.27
"BRIARCLIFF ELEMENTARY","WAKE COUNTY","920340",3.70472e+11,37183,37,27511,"1220 POND ST","CARY","NC ",-78.787,35.7691,601,216,32,248,43.5,13.82
"BRIARWOOD ELEMENTARY","MECKLENBURG COUNTY","600329",3.70297e+11,37119,37,28215,"1001 WILANN DR","CHARLOTTE","NC ",-80.7659,35.2521,685,606,26,632,43.4,15.78
"BRIDGES ACADEMY","WILKES COUNTY","97D000",3.70004e+11,37193,37,28676,"2587 PLEASANT RIDGE RD","STATE ROAD","NC ",-80.8846,36.3149,147,88,3,91,6.8,21.62
"BRIDGES SCHOOL","CARTERET COUNTY","160309",3.70063e+11,37031,37,28557,"140 VASHTI DR","MOREHEAD CITY","NC ",-76.7895,34.7386,36,30,3,33,7,5.14
"BRIDGETON ELEMENTARY","CRAVEN COUNTY","250308",3.70331e+11,37049,37,28560,"230 BRANCH CANAL RD","NEW BERN","NC ",-77.0422,35.1546,489,255,47,302,29.66,16.49
"BRIER CREEK ELEMENTARY","DAVIDSON COUNTY","290302",3.70114e+11,37057,37,27360,"175 WATFORD RD","THOMASVILLE","NC ",-80.0871,35.7976,344,170,26,196,22.95,14.99
"BRIER CREEK ELEMENTARY","WAKE COUNTY","920342",3.70472e+11,37183,37,27617,"9801 BRIER CREEK PARKWAY","RALEIGH","NC ",-78.8049,35.9015,855,148,29,177,54,15.83
"BRIGHTWOOD ELEMENTARY","GUILFORD COUNTY","410334",3.70192e+11,37081,37,27405,"2001 BRIGHTWOOD SCHOOL RD","GREENSBORO","NC ",-79.749,36.148,573,484,50,534,43.07,13.3
"BRINSON MEMORIAL ELEMENTARY","CRAVEN COUNTY","250312",3.70331e+11,37049,37,28560,"319 NEUSE FOREST AVE","NEW BERN","NC ",-77.0175,35.068,680,219,49,268,45.83,14.84
"BROAD CREEK MIDDLE","CARTERET COUNTY","160311",3.70063e+11,37031,37,28570,"2382 HWY 24","NEWPORT","NC ",-76.9121,34.7295,654,144,51,195,44.97,14.54
"BROADVIEW MIDDLE","ALAMANCE COUNTY","010310",3.70003e+11,37001,37,27217,"2229 BROADVIEW DR","BURLINGTON","NC ",-79.3968,36.0871,796,682,40,722,52.5,15.16
"BROADWAY ELEMENTARY","LEE COUNTY","530308",3.70256e+11,37105,37,27505,"307 SOUTH MAIN ST","BROADWAY","NC ",-79.0528,35.4519,628,450,27,477,37,16.97
"BROGDEN MIDDLE","DURHAM COUNTY","320306",3.70126e+11,37063,37,27704,"1001 LEON ST","DURHAM","NC ",-78.9093,36.0247,677,471,27,498,47.8,14.16
"BROGDEN MIDDLE","WAYNE COUNTY","960312",3.70488e+11,37191,37,28333,"3761 US 117 SOUTH ALT","DUDLEY","NC ",-78.0372,35.2931,522,406,45,451,31.5,16.57
"BROGDEN PRIMARY","WAYNE COUNTY","960314",3.70488e+11,37191,37,28333,"2253 OLD MT OLIVE HWY","DUDLEY","NC ",-78.0357,35.2722,806,703,50,753,48.65,16.57
"BROOKS ELEMENTARY","WAKE COUNTY","920344",3.70472e+11,37183,37,27609,"700 NORTHBROOK DR","RALEIGH","NC ",-78.6545,35.8449,586,133,13,146,39.82,14.72
"BROOKS GLOBAL ELEMENTARY","GUILFORD COUNTY","410337",3.70192e+11,37081,37,27408,"1215 WESTOVER TERRACE","GREENSBORO","NC ",-79.8148,36.0872,409,117,29,146,25.16,16.26
"BROOKSIDE ELEMENTARY","GASTON COUNTY","360340",3.70162e+11,37071,37,28054,"1925 AUTEN RD","GASTONIA","NC ",-81.1474,35.2938,541,372,32,404,32.15,16.83
"BROWN SUMMIT MIDDLE","GUILFORD COUNTY","410341",3.70192e+11,37081,37,27214,"4720 NC HWY 150 EAST","BROWNS SUMMIT","NC ",-79.7026,36.2115,243,27,10,37,11.88,20.45
"BRUCE DRYSDALE ELEMENTARY","HENDERSON COUNTY","450306",3.7021e+11,37089,37,28792,"271 BEARCAT BLVD","HENDERSONVILLE","NC ",-82.461,35.3223,440,313,19,332,31,14.19
"BRUCE H THARRINGTON ELEM","SURRY COUNTY","862308",3.70321e+11,37171,37,27030,"315 CULBERT ST","MOUNT AIRY","NC ",-80.6017,36.4914,385,266,19,285,28,13.75
"BRUNS ACADEMY","MECKLENBURG COUNTY","600489",3.70297e+11,37119,37,28208,"501 SOUTH BRUNS AVE","CHARLOTTE","NC ",-80.8649,35.2391,809,736,15,751,51.18,15.81
"BRUNSON ELEMENTARY","FORSYTH COUNTY","340320",3.7015e+11,37067,37,27104,"155 NORTH HAWTHORNE RD","WINSTON SALEM","NC ",-80.2651,36.0943,604,287,28,315,37.48,16.12
"BRUNSWICK COUNTY ACADEMY","BRUNSWICK COUNTY","100308",3.70042e+11,37019,37,28422,"1109 OLD OCEAN HWY","BOLIVIA","NC ",-78.2386,34.0383,127,93,10,103,19.5,6.51
"BRUNSWICK COUNTY EARLY COLLEGE","BRUNSWICK COUNTY","100307",3.70042e+11,37019,37,28422,"50 COLLEGE RD NE","BOLIVIA","NC ",-78.2298,34.0381,281,104,31,135,12,23.42
"BRUSH CREEK ELEMENTARY","MADISON COUNTY","570306",3.70282e+11,37115,37,28753,"265 UPPER BRUSH CREEK RD","MARSHALL","NC ",-82.713,35.8406,418,238,39,277,28.58,14.63
"BUCKLAND ELEMENTARY","GATES COUNTY","370304",3.70168e+11,37073,37,27937,"448 NC 37 NORTH","GATES","NC ",-76.7608,36.4679,213,97,17,114,18,11.83
"BUGG ELEMENTARY","WAKE COUNTY","920352",3.70472e+11,37183,37,27610,"825 COOPER RD","RALEIGH","NC ",-78.5866,35.7659,569,314,55,369,48,11.85
"BUIES CREEK ELEMENTARY","HARNETT COUNTY","430320",3.70201e+11,37085,37,27506,"340 MAIN ST","BUIES CREEK","NC ",-78.7362,35.4116,312,126,9,135,21.81,14.31
"BUNCOMBE COUNTY EARLY COLLEGE","BUNCOMBE COUNTY",NA,3.70045e+11,37021,37,28801,"340 VICTORIA RD","ASHEVILLE","NC ",-82.556,35.5707,226,82,37,119,13.5,16.74
"BUNCOMBE COUNTY MIDDLE COLLEGE","BUNCOMBE COUNTY",NA,3.70045e+11,37021,37,28801,"340 VICTORIA RD","ASHEVILLE","NC ",-82.553,35.5689,66,23,2,25,4,16.5
"BUNCOMBE DISCOVERY ACADEMY (PROPOSED)","BUNCOMBE COUNTY",NA,3.70045e+11,37021,37,28806,"175 BINGHAM RD","ASHEVILLE","NC ",-82.5837,35.6068,NA,NA,NA,NA,NA,NA
"BUNKER HILL HIGH","CATAWBA COUNTY","180320",3.70069e+11,37035,37,28610,"4675 OXFORD SCHOOL RD","CLAREMONT","NC ",-81.1113,35.742,953,440,104,544,55.91,17.05
"BUNN ELEMENTARY","FRANKLIN COUNTY","350304",3.70153e+11,37069,37,27508,"686 BUNN ELEM SCHOOL RD","BUNN","NC ",-78.2638,35.9409,701,406,60,466,46.78,14.99
"BUNN HIGH","FRANKLIN COUNTY","350308",3.70153e+11,37069,37,27508,"29 BUNN ELEM SCHOOL RD","BUNN","NC ",-78.2498,35.9541,868,417,61,478,55.65,15.6
"BUNN MIDDLE","FRANKLIN COUNTY","350310",3.70153e+11,37069,37,27508,"4742 NC 39 HWY SOUTH","BUNN","NC ",-78.2635,35.975,728,389,73,462,44.15,16.49
"BURGAW ELEMENTARY","PENDER COUNTY","710312",3.70357e+11,37141,37,28425,"400 NORTH WRIGHT ST","BURGAW","NC ",-77.928,34.5565,447,383,31,414,30.85,14.49
"BURGAW MIDDLE","PENDER COUNTY","710316",3.70357e+11,37141,37,28425,"500 SOUTH WRIGHT ST","BURGAW","NC ",-77.9246,34.545,241,159,19,178,16.52,14.59
"BURKE MIDDLE COLLEGE","BURKE COUNTY","120310",3.70048e+11,37023,37,28655,"1001 BURKEMONT AVE","MORGANTON","NC ",-81.6884,35.7235,113,35,12,47,3,37.67
"BURNS HIGH","CLEVELAND COUNTY","230312",3.7009e+11,37045,37,28090,"307 EAST STAGECOACH TRAIL","LAWNDALE","NC ",-81.5323,35.4201,1077,536,82,618,81.07,13.28
"BURNS MIDDLE","CLEVELAND COUNTY","230316",3.7009e+11,37045,37,28090,"215 SHADY GROVE RD","LAWNDALE","NC ",-81.5391,35.4258,864,484,75,559,58.88,14.67
"BURNSVILLE ELEMENTARY","YANCEY COUNTY","995312",3.70507e+11,37199,37,28714,"395 BURNSVILLE SCHOOL RD","BURNSVILLE","NC ",-82.26,35.9172,394,235,32,267,25.04,15.73
"BURTON ELEMENTARY","DURHAM COUNTY","320308",3.70126e+11,37063,37,27701,"1500 MATHISON AVE","DURHAM","NC ",-78.8877,35.9793,377,343,13,356,30.81,12.24
"BUTLER AVENUE ELEMENTARY","SAMPSON COUNTY","821304",3.70093e+11,37163,37,28328,"301 BUTLER AVE","CLINTON","NC ",-78.3179,34.9886,494,NA,NA,NA,30.5,16.2
"BUTLER HIGH","MECKLENBURG COUNTY","600361",3.70297e+11,37119,37,28105,"1810 MATTHEWSMINT HILL RD","MATTHEWS","NC ",-80.6916,35.1203,2066,742,159,901,111.73,18.49
"BUTNER-STEM ELEMENTARY","GRANVILLE COUNTY","390311",3.7018e+11,37077,37,27509,"201 EAST D ST","BUTNER","NC ",-78.7583,36.1373,414,268,26,294,25.55,16.2
"BUTNER-STEM MIDDLE","GRANVILLE COUNTY","390309",3.7018e+11,37077,37,27509,"501 EAST D ST","BUTNER","NC ",-78.754,36.1414,442,245,38,283,25.88,17.08
"C A DILLON YOUTH DEVELOPMENT CENTER","GRANVILLE COUNTY",NA,3.70016e+11,37077,37,27509,"100 DILLON DR","BUTNER","NC ",-78.7888,36.145,NA,NA,NA,NA,NA,NA
"C B ELLER ELEMENTARY","WILKES COUNTY","970310",3.70495e+11,37193,37,28621,"1288 CB ELLER SCHOOL RD","ELKIN","NC ",-80.8859,36.2724,278,161,30,191,17.4,15.98
"C B MARTIN MIDDLE","EDGECOMBE COUNTY",NA,3.70132e+11,37065,37,27886,"400 EAST JOHNSTON ST","TARBORO","NC ",-77.5365,35.9072,353,298,12,310,17.4,20.29
"C C GRIFFIN MIDDLE","CABARRUS COUNTY","130318",3.70053e+11,37025,37,28025,"7650 GRIFFIN'S GATE DR","CONCORD","NC ",-80.5876,35.3088,1088,536,118,654,67.95,16.01
"C C SPAULDING ELEMENTARY","DURHAM COUNTY","320374",3.70126e+11,37063,37,27707,"1531 SOUTH ROXBORO RD","DURHAM","NC ",-78.906,35.9782,265,254,8,262,22.3,11.88
"C C WRIGHT ELEMENTARY","WILKES COUNTY","970312",3.70495e+11,37193,37,28659,"200 CC WRIGHT SCHOOL RD","NORTH WILKESBORO","NC ",-81.1078,36.1372,449,312,29,341,33.53,13.39
"C E JORDAN HIGH","DURHAM COUNTY","320312",3.70126e+11,37063,37,27707,"6806 GARRETT RD","DURHAM","NC ",-78.9622,35.9227,1775,626,85,711,107.31,16.54
"C JOYNER GREENE EDUCATION CENTER","GUILFORD COUNTY","410458",3.70192e+11,37081,37,27282,"604 HIGH POINT RD","JAMESTOWN","NC ",-79.9156,35.9967,64,39,4,43,12.14,5.27
"C M EPPES MIDDLE","PITT COUNTY","740324",3.70001e+11,37147,37,27858,"1100 SOUTH ELM ST","GREENVILLE","NC ",-77.3607,35.5997,623,450,23,473,41.27,15.1
"C WAYNE COLLIER ELEMENTARY","CUMBERLAND COUNTY","260342",3.70001e+11,37051,37,28348,"3522 STURBRIDGE DR","HOPE MILLS","NC ",-78.9828,34.9744,556,315,46,361,40.6,13.69
"C. G. CREDLE ELEMENTARY","GRANVILLE COUNTY","390312",3.7018e+11,37077,37,27565,"223 COLLEGE ST","OXFORD","NC ",-78.5908,36.3135,473,341,29,370,27.69,17.08
"CABARRUS-KANNAPOLIS EARLY COLL","CABARRUS COUNTY","130350",3.70053e+11,37025,37,28027,"1531 TRINITY CHURCH RD","CONCORD","NC ",-80.659,35.4366,231,69,31,100,8.4,27.5
"CABARRUS CHARTER ACADEMY","CABARRUS COUNTY","13B000",3.70035e+11,37025,37,28077,"355 POPLAR CROSSING DR NW","CONCORD","NC ",-80.6691,35.4104,646,82,23,105,45.2,14.29
"CABARRUS CO OPPORTUNITY SCHOOL","CABARRUS COUNTY","130317",3.70053e+11,37025,37,28025,"120 MARSH AVE NW","CONCORD","NC ",-80.5895,35.4122,95,71,10,81,13.49,7.04
"CALDWELL CAREER CEN MID. COLL.","CALDWELL COUNTY","140305",3.70058e+11,37027,37,28638,"2857 HICKORY BLVD","HUDSON","NC ",-81.4852,35.8556,227,68,34,102,17,13.35
"CALDWELL CO GATEWAY SCH","CALDWELL COUNTY",NA,3.70058e+11,37027,37,28630,"1889 DUDLEY SHOALS RD","GRANITE FALLS","NC ",-81.3684,35.8641,39,34,2,36,12,3.25
